N,P,K,soil_type,soil_moisture,temperature,humidity,ph,rainfall,season,water_availability,water_ph,location,label
61,42,27,red,low,38.3,22.3,7.0,40.3,kharif,low,6.6,Western Maharashtra,bajra
97,74,143,red,medium,26.5,25.8,6.5,55.9,zaid,medium,6.8,Western Maharashtra,pomegranate
84,49,31,black,low,27.6,58.6,6.6,60.5,kharif,medium,6.9,Vidarbha,jowar
112,52,98,red,high,32.0,47.0,7.0,56.4,zaid,medium,7.0,Western Maharashtra,watermelon
138,63,69,red,medium,22.7,70.1,6.9,70.3,kharif,medium,6.5,Western Maharashtra,maize
41,43,46,alluvial,medium,25.0,68.4,6.4,71.9,kharif,medium,6.8,Western Maharashtra,groundnut
91,42,59,laterite,medium,24.5,82.6,4.8,272.1,zaid,low,5.8,Konkan,cashew
101,96,115,black,medium,32.3,33.6,7.0,54.9,zaid,low,7.1,Marathwada,pomegranate
99,71,59,alluvial,high,33.3,82.6,5.9,195.3,kharif,high,7.5,Konkan,rice
96,29,59,red,medium,34.9,82.0,4.6,180.8,zaid,medium,6.0,Konkan,cashew
131,74,151,black,medium,16.6,37.4,7.0,10.0,rabi,medium,7.3,Western Maharashtra,grapes
125,39,49,laterite,high,35.5,87.6,6.0,245.5,kharif,high,6.6,Vidarbha,rice
91,34,48,alluvial,high,33.0,89.6,5.6,224.3,kharif,high,6.9,Western Maharashtra,rice
126,67,82,red,medium,35.3,21.8,6.6,43.2,rabi,low,6.5,Western Maharashtra,pomegranate
117,40,153,alluvial,medium,20.4,66.0,6.6,75.4,rabi,medium,6.1,Vidarbha,potato
62,49,31,black,medium,28.6,48.5,6.7,64.2,rabi,low,8.0,Vidarbha,jowar
71,46,20,black,low,29.0,53.7,7.4,47.1,kharif,medium,7.0,Vidarbha,jowar
27,61,57,alluvial,medium,23.8,38.8,6.9,61.2,kharif,medium,6.7,Western Maharashtra,groundnut
135,49,118,black,medium,19.1,64.4,6.3,83.8,zaid,medium,6.6,Marathwada,tomato
116,52,49,black,medium,26.5,60.1,8.2,40.1,rabi,medium,7.8,Western Maharashtra,wheat
50,38,29,black,low,29.9,63.6,7.7,68.6,kharif,low,7.4,Khandesh,bajra
112,50,24,black,medium,29.9,61.1,7.0,69.5,kharif,medium,6.8,Marathwada,cotton
113,79,65,alluvial,medium,25.3,50.3,8.0,108.0,rabi,medium,7.2,Marathwada,maize
56,69,51,red,medium,25.4,54.9,6.1,110.8,kharif,medium,6.5,Western Maharashtra,groundnut
83,43,106,red,low,27.3,72.7,6.3,266.9,zaid,low,6.5,Western Maharashtra,mango
188,110,97,alluvial,medium,31.7,71.3,7.4,154.0,rabi,high,7.8,Marathwada,sugarcane
97,51,27,red,medium,27.4,58.1,6.9,69.5,kharif,low,6.5,Marathwada,jowar
115,40,38,black,medium,20.7,40.9,6.3,70.2,rabi,medium,6.7,Vidarbha,wheat
35,55,18,black,low,28.5,34.4,7.1,57.6,kharif,low,7.6,Marathwada,tur
102,64,78,laterite,medium,30.3,57.6,6.0,145.7,zaid,medium,5.9,Konkan,mango
109,49,42,alluvial,medium,14.9,48.5,7.6,43.3,rabi,medium,7.5,Western Maharashtra,wheat
109,48,111,alluvial,high,26.5,74.4,5.9,211.1,kharif,high,5.8,Western Maharashtra,turmeric
82,46,31,red,medium,29.2,56.8,6.8,41.5,kharif,medium,6.7,Marathwada,cotton
41,71,30,red,low,29.4,51.2,5.0,61.8,kharif,low,6.4,Vidarbha,tur
124,77,36,black,medium,10.6,56.6,6.6,29.4,rabi,medium,7.0,Western Maharashtra,wheat
52,79,37,alluvial,medium,28.1,52.8,6.1,42.9,kharif,medium,6.8,Marathwada,soybean
106,65,158,black,medium,26.4,38.0,7.9,74.5,rabi,medium,6.6,Marathwada,grapes
90,62,115,alluvial,high,30.5,46.4,7.4,32.7,zaid,medium,6.8,Khandesh,watermelon
141,55,70,alluvial,medium,15.0,42.4,6.4,48.4,rabi,medium,7.7,Western Maharashtra,onion
134,58,102,laterite,medium,33.1,72.6,5.4,254.5,zaid,low,6.5,Western Maharashtra,mango
85,50,106,alluvial,high,34.7,40.3,6.6,42.6,zaid,medium,7.1,Western Maharashtra,watermelon
124,71,118,black,high,22.5,72.4,7.1,175.9,kharif,medium,6.9,Marathwada,turmeric
151,93,113,alluvial,medium,21.6,70.9,5.7,72.6,rabi,medium,7.1,Western Maharashtra,potato
32,53,34,black,medium,26.7,40.6,6.4,89.5,kharif,low,7.2,Marathwada,tur
106,38,31,red,medium,20.9,66.1,6.7,76.8,kharif,low,6.2,Marathwada,cotton
124,59,93,black,medium,26.0,47.3,6.1,95.0,rabi,medium,7.1,Vidarbha,orange
132,40,47,black,medium,17.1,43.0,6.9,67.1,rabi,medium,7.2,Vidarbha,wheat
126,38,41,alluvial,medium,17.9,60.8,5.4,42.5,rabi,medium,6.1,Western Maharashtra,wheat
96,78,55,black,medium,16.5,59.2,6.9,101.0,kharif,medium,7.3,Marathwada,maize
133,109,163,laterite,medium,30.0,40.7,7.3,62.8,rabi,medium,6.9,Western Maharashtra,grapes
106,58,83,alluvial,low,30.9,52.1,7.0,70.5,rabi,medium,7.1,Western Maharashtra,onion
91,68,45,black,high,25.9,96.6,6.1,140.0,kharif,high,6.3,Konkan,rice
127,75,100,red,low,38.6,49.6,7.5,30.0,rabi,low,6.9,Western Maharashtra,pomegranate
72,51,20,alluvial,medium,16.4,58.6,7.0,41.1,rabi,medium,7.0,Western Maharashtra,wheat
129,26,32,laterite,high,25.7,76.5,6.7,353.6,kharif,high,6.8,Western Maharashtra,rice
136,67,190,laterite,medium,35.5,44.9,7.8,55.8,rabi,medium,6.5,Marathwada,grapes
123,63,117,alluvial,low,22.6,58.8,5.7,56.2,rabi,medium,7.4,Western Maharashtra,onion
86,55,50,alluvial,high,35.7,89.4,6.4,329.0,kharif,high,5.9,Western Maharashtra,rice
44,39,16,black,low,33.0,43.4,6.2,34.2,kharif,low,7.2,Marathwada,bajra
125,46,105,red,low,27.5,81.1,6.5,231.3,zaid,low,6.2,Western Maharashtra,mango
47,72,41,alluvial,medium,19.9,65.6,7.3,69.6,kharif,medium,7.2,Western Maharashtra,soybean
62,25,25,laterite,low,22.2,39.7,7.8,50.8,kharif,low,6.6,Western Maharashtra,bajra
70,112,172,black,medium,26.9,43.8,7.5,69.0,rabi,medium,7.2,Marathwada,grapes
74,24,30,alluvial,medium,16.8,55.8,5.3,73.9,rabi,medium,7.1,Western Maharashtra,wheat
72,51,38,black,medium,29.4,54.0,7.3,46.3,kharif,low,7.4,Vidarbha,jowar
143,66,113,black,medium,27.6,48.2,6.7,91.9,rabi,medium,6.6,Vidarbha,orange
114,52,95,alluvial,medium,21.2,67.8,5.7,113.7,kharif,medium,7.1,Vidarbha,maize
70,66,47,black,medium,20.0,61.8,6.7,139.5,kharif,medium,6.8,Vidarbha,maize
99,64,126,red,high,27.6,64.1,6.3,45.1,zaid,medium,7.0,Khandesh,watermelon
55,77,55,alluvial,medium,28.4,56.6,6.8,121.1,kharif,medium,6.4,Khandesh,groundnut
144,84,134,black,high,31.0,82.9,6.7,90.0,kharif,high,7.1,Western Maharashtra,sugarcane
60,48,60,laterite,medium,27.8,81.3,5.3,259.4,zaid,medium,6.1,Konkan,cashew
116,86,132,red,medium,22.0,57.1,5.9,70.4,rabi,medium,6.4,Western Maharashtra,potato
99,70,126,red,medium,25.6,62.7,5.4,101.4,rabi,medium,7.4,Western Maharashtra,potato
36,30,33,red,low,29.3,51.5,7.0,52.5,rabi,low,6.5,Western Maharashtra,jowar
148,63,120,black,medium,28.9,61.2,5.8,118.8,rabi,medium,7.0,Vidarbha,orange
27,39,53,alluvial,medium,27.2,65.7,6.4,62.1,kharif,medium,6.4,Western Maharashtra,soybean
131,55,35,red,medium,29.4,55.3,7.0,99.0,kharif,low,7.4,Vidarbha,cotton
68,49,28,black,low,26.3,55.3,7.2,56.3,kharif,low,7.3,Vidarbha,jowar
106,78,125,alluvial,medium,18.6,72.8,5.3,61.6,rabi,medium,6.7,Vidarbha,potato
140,32,81,alluvial,medium,24.8,57.9,7.4,80.9,rabi,medium,6.9,Western Maharashtra,onion
94,74,25,black,medium,22.0,37.1,6.1,19.9,rabi,medium,6.7,Vidarbha,wheat
109,53,124,alluvial,low,30.6,47.9,7.0,58.4,zaid,medium,7.1,Western Maharashtra,pomegranate
65,32,68,red,low,26.8,72.5,6.1,191.1,zaid,low,6.7,Konkan,cashew
150,86,77,black,medium,27.5,49.8,5.5,96.5,rabi,medium,6.4,Western Maharashtra,maize
132,54,106,black,medium,17.7,77.8,5.5,227.9,kharif,high,6.6,Western Maharashtra,turmeric
107,59,46,laterite,high,33.5,79.6,5.9,289.2,kharif,high,6.0,Western Maharashtra,rice
62,35,25,black,low,28.3,50.6,6.4,68.8,kharif,low,6.3,Khandesh,bajra
160,77,147,black,medium,15.3,41.9,6.8,44.1,rabi,medium,7.2,Marathwada,grapes
69,33,31,red,low,28.9,42.9,6.4,79.6,rabi,low,6.4,Marathwada,jowar
130,90,112,black,medium,28.1,94.7,5.5,180.6,kharif,high,5.9,Marathwada,turmeric
72,42,37,red,medium,24.2,77.3,6.7,272.6,zaid,medium,6.1,Konkan,cashew
30,87,78,alluvial,medium,35.0,47.5,6.7,56.2,kharif,medium,6.7,Khandesh,groundnut
126,47,32,alluvial,medium,22.1,53.6,6.1,31.2,rabi,medium,6.9,Western Maharashtra,wheat
63,42,20,red,low,34.2,21.7,7.8,64.9,kharif,low,6.7,Marathwada,bajra
97,68,85,red,medium,25.3,54.3,5.7,129.7,rabi,medium,6.9,Vidarbha,maize
145,78,59,alluvial,medium,27.9,63.4,6.0,97.4,kharif,medium,6.5,Western Maharashtra,maize
27,73,44,alluvial,medium,28.1,50.2,6.6,60.1,kharif,medium,6.4,Western Maharashtra,groundnut
113,61,61,red,medium,20.4,57.8,6.1,117.0,rabi,medium,7.0,Marathwada,maize
78,43,27,red,low,33.7,42.4,7.4,54.1,rabi,medium,7.3,Vidarbha,jowar
169,104,137,black,high,31.9,79.3,6.7,233.6,kharif,high,7.4,Western Maharashtra,sugarcane
133,70,69,alluvial,low,16.0,53.0,7.3,43.9,rabi,medium,6.9,Khandesh,onion
124,43,105,red,medium,19.8,48.5,6.9,79.0,zaid,medium,6.3,Western Maharashtra,tomato
124,59,159,black,medium,24.8,67.8,7.5,91.6,rabi,medium,7.6,Marathwada,grapes
127,67,41,alluvial,high,19.4,88.1,5.7,213.9,kharif,high,6.2,Konkan,rice
154,101,64,alluvial,high,30.7,56.2,7.9,226.1,rabi,high,7.1,Marathwada,sugarcane
44,67,25,black,medium,34.9,33.9,5.4,58.7,kharif,medium,8.1,Marathwada,tur
93,60,143,black,medium,22.2,58.5,7.3,44.4,rabi,medium,6.8,Western Maharashtra,grapes
154,95,132,black,high,28.8,80.8,6.0,238.5,kharif,high,5.9,Marathwada,turmeric
130,69,50,alluvial,high,22.6,72.2,5.9,330.0,kharif,high,6.5,Vidarbha,rice
88,54,36,alluvial,medium,18.7,60.4,7.2,87.3,rabi,medium,7.6,Vidarbha,wheat
101,38,101,alluvial,medium,28.7,55.8,6.7,52.4,zaid,medium,7.8,Western Maharashtra,watermelon
38,63,23,black,medium,26.9,28.7,6.4,65.2,kharif,medium,7.1,Vidarbha,tur
25,61,15,black,low,27.3,49.5,6.2,51.6,kharif,medium,6.5,Marathwada,tur
13,69,22,black,low,23.8,46.5,6.5,62.5,kharif,medium,6.6,Marathwada,tur
24,57,37,black,low,26.6,41.5,5.8,51.8,kharif,low,6.7,Marathwada,tur
113,54,103,laterite,low,20.5,53.3,5.9,136.3,zaid,low,7.0,Western Maharashtra,mango
40,63,51,alluvial,medium,34.0,55.7,6.9,59.4,kharif,medium,6.7,Vidarbha,soybean
128,62,86,alluvial,medium,24.4,54.7,7.0,98.0,rabi,medium,7.5,Khandesh,onion
87,33,31,laterite,low,27.6,26.6,6.7,27.6,kharif,low,6.7,Western Maharashtra,bajra
137,82,110,red,medium,19.9,58.5,7.8,130.0,rabi,medium,7.2,Western Maharashtra,onion
120,69,93,black,medium,24.7,71.3,5.0,158.1,kharif,medium,6.9,Western Maharashtra,turmeric
9,72,25,red,low,28.1,47.5,5.6,41.1,kharif,low,6.5,Vidarbha,tur
131,75,112,black,low,21.4,57.2,7.4,92.5,kharif,medium,7.6,Western Maharashtra,onion
43,77,57,alluvial,medium,29.3,53.5,6.1,79.1,kharif,medium,7.3,Khandesh,groundnut
120,44,92,laterite,low,29.0,70.2,5.2,212.2,zaid,low,5.7,Konkan,mango
63,30,23,black,low,35.6,42.7,6.0,48.7,kharif,low,6.7,Western Maharashtra,bajra
32,68,35,alluvial,medium,26.9,64.7,5.7,76.3,kharif,medium,6.6,Marathwada,soybean
94,123,119,black,medium,36.3,40.1,7.7,69.3,rabi,medium,7.3,Marathwada,grapes
143,75,113,red,medium,27.4,65.3,6.7,94.3,rabi,medium,6.9,Western Maharashtra,tomato
194,114,69,black,high,35.3,78.3,7.5,156.8,kharif,high,7.7,Marathwada,sugarcane
142,102,122,black,high,33.7,91.2,9.0,212.5,kharif,high,7.0,Western Maharashtra,sugarcane
79,52,94,alluvial,medium,29.3,35.5,7.0,48.5,zaid,medium,7.0,Western Maharashtra,watermelon
152,111,128,black,medium,34.9,71.0,7.6,176.7,kharif,high,7.0,Western Maharashtra,sugarcane
61,27,29,laterite,low,30.1,43.0,7.3,60.0,kharif,low,7.6,Marathwada,bajra
149,50,118,black,medium,22.8,46.6,6.3,97.5,rabi,medium,6.2,Western Maharashtra,tomato
129,38,107,black,medium,27.7,44.1,7.2,111.1,rabi,medium,7.2,Vidarbha,orange
118,61,137,alluvial,high,20.9,70.9,6.7,173.5,kharif,high,6.2,Marathwada,turmeric
135,77,116,alluvial,medium,26.4,96.0,6.6,209.9,kharif,medium,6.1,Marathwada,turmeric
87,47,107,alluvial,high,27.5,47.8,7.2,23.7,zaid,medium,7.1,Western Maharashtra,watermelon
120,97,119,red,medium,24.7,71.2,5.7,76.1,rabi,medium,6.4,Vidarbha,potato
104,42,37,black,medium,22.4,80.6,7.3,104.1,kharif,medium,6.8,Vidarbha,cotton
36,59,43,black,medium,29.2,54.9,6.5,72.2,kharif,medium,6.1,Western Maharashtra,soybean
133,55,29,red,low,29.7,54.5,7.3,113.9,kharif,low,7.5,Khandesh,cotton
60,30,27,laterite,low,23.7,41.9,6.3,52.3,kharif,low,7.5,Khandesh,bajra
47,49,56,alluvial,medium,28.1,72.2,6.5,44.1,kharif,medium,7.8,Vidarbha,soybean
91,97,104,alluvial,medium,32.1,42.5,8.2,51.9,zaid,medium,7.4,Marathwada,pomegranate
138,101,146,alluvial,low,36.8,31.5,6.7,30.1,rabi,low,7.0,Western Maharashtra,pomegranate
97,83,172,alluvial,medium,17.1,60.5,6.5,71.3,rabi,medium,5.7,Vidarbha,potato
66,27,20,laterite,low,26.1,43.4,6.9,51.8,kharif,low,6.7,Western Maharashtra,bajra
130,47,112,alluvial,high,30.5,65.1,5.8,46.6,zaid,medium,7.5,Khandesh,watermelon
123,68,99,black,medium,18.2,65.5,5.7,112.0,rabi,medium,6.5,Vidarbha,orange
34,58,29,red,medium,26.6,53.3,5.3,54.6,kharif,medium,7.1,Vidarbha,tur
123,64,32,laterite,high,28.2,98.9,5.4,232.8,kharif,high,6.6,Western Maharashtra,rice
130,87,138,alluvial,medium,25.2,59.5,6.0,55.0,rabi,medium,5.6,Vidarbha,potato
123,81,108,black,high,30.6,78.6,6.3,226.8,kharif,medium,6.6,Marathwada,turmeric
140,87,133,alluvial,medium,22.5,63.0,5.2,97.6,rabi,medium,6.2,Western Maharashtra,potato
166,67,118,black,medium,30.4,78.4,7.1,299.8,kharif,medium,5.9,Marathwada,turmeric
57,69,38,black,medium,28.5,56.5,7.3,72.3,kharif,medium,6.7,Vidarbha,soybean
86,38,50,red,medium,30.5,75.4,4.5,237.3,zaid,low,5.5,Konkan,cashew
147,60,26,red,low,32.3,63.3,7.3,93.5,kharif,low,6.6,Marathwada,cotton
91,67,46,black,medium,25.2,43.3,7.3,90.0,rabi,medium,7.2,Vidarbha,wheat
102,54,47,laterite,high,24.7,73.7,6.2,331.1,kharif,high,6.9,Konkan,rice
112,77,78,red,medium,16.1,53.0,6.2,99.7,kharif,medium,7.3,Western Maharashtra,maize
88,48,60,laterite,high,28.3,85.7,5.9,374.2,kharif,high,6.2,Vidarbha,rice
40,64,43,red,medium,24.7,47.8,6.6,77.4,kharif,medium,7.2,Khandesh,groundnut
153,76,209,black,medium,27.7,40.7,6.6,80.4,rabi,medium,7.1,Marathwada,grapes
114,70,49,black,medium,19.1,53.1,6.8,33.1,rabi,medium,6.4,Western Maharashtra,wheat
77,45,38,black,high,25.3,81.3,6.0,317.6,kharif,high,7.0,Western Maharashtra,rice
132,74,139,red,medium,26.7,70.9,6.6,86.6,rabi,medium,6.7,Vidarbha,orange
144,85,168,red,medium,22.5,56.5,5.1,79.7,rabi,medium,6.8,Western Maharashtra,potato
141,69,113,red,medium,24.3,61.8,6.3,103.9,rabi,medium,7.2,Vidarbha,orange
122,65,77,black,medium,21.2,59.8,7.0,96.5,rabi,medium,7.3,Khandesh,onion
60,30,28,laterite,low,35.8,45.5,6.5,40.8,kharif,low,6.4,Khandesh,bajra
113,60,102,alluvial,high,22.9,75.1,6.6,162.5,kharif,high,5.8,Marathwada,turmeric
102,76,121,black,medium,23.3,45.9,7.0,96.5,kharif,medium,6.4,Marathwada,tomato
55,80,35,black,medium,22.7,62.7,5.4,72.1,kharif,medium,6.1,Western Maharashtra,soybean
131,56,90,red,medium,24.0,60.0,6.7,108.1,rabi,medium,6.1,Vidarbha,orange
143,52,86,alluvial,low,25.8,60.1,6.9,20.0,rabi,medium,6.8,Western Maharashtra,onion
95,55,53,black,high,22.8,87.5,5.5,254.7,kharif,high,7.5,Western Maharashtra,rice
40,51,44,alluvial,medium,19.6,45.7,6.7,99.2,kharif,medium,6.8,Khandesh,groundnut
126,55,16,black,medium,25.5,53.6,6.4,82.1,kharif,medium,6.8,Vidarbha,cotton
99,32,58,laterite,medium,34.0,83.0,4.9,266.1,zaid,medium,6.7,Konkan,cashew
126,77,120,alluvial,high,26.0,76.4,6.4,180.0,kharif,high,6.3,Marathwada,turmeric
50,33,14,laterite,low,36.2,51.0,7.0,51.8,kharif,low,6.7,Western Maharashtra,bajra
127,64,53,black,high,21.2,94.6,5.3,243.2,kharif,high,6.1,Konkan,rice
92,91,162,black,medium,27.0,50.4,7.0,61.4,rabi,medium,7.1,Western Maharashtra,grapes
111,49,73,red,medium,31.2,75.1,7.0,82.8,rabi,medium,6.2,Marathwada,maize
131,53,73,alluvial,medium,25.1,49.4,5.5,111.8,kharif,medium,6.8,Vidarbha,maize
151,88,95,alluvial,high,34.4,73.2,7.5,298.8,kharif,high,7.2,Marathwada,sugarcane
48,73,37,alluvial,medium,33.6,79.9,6.7,75.8,kharif,medium,7.5,Marathwada,soybean
137,74,109,black,low,26.4,35.9,6.2,51.9,rabi,low,7.6,Western Maharashtra,pomegranate
206,95,112,alluvial,medium,29.0,57.3,7.3,215.1,rabi,high,7.1,Western Maharashtra,sugarcane
81,67,117,red,medium,30.3,64.7,5.9,69.4,kharif,medium,7.2,Western Maharashtra,tomato
123,60,95,red,medium,27.2,73.4,6.9,50.0,zaid,medium,6.7,Marathwada,tomato
69,55,65,red,medium,34.1,68.0,5.6,168.6,zaid,medium,5.4,Konkan,cashew
130,75,114,black,medium,27.0,74.1,6.0,180.9,kharif,medium,7.1,Western Maharashtra,turmeric
107,32,75,alluvial,high,34.6,60.8,6.8,37.7,zaid,medium,6.8,Western Maharashtra,watermelon
123,53,139,alluvial,medium,32.5,62.0,7.1,66.6,rabi,low,6.7,Marathwada,pomegranate
82,47,54,black,high,29.6,89.3,5.9,360.9,kharif,high,6.0,Konkan,rice
65,26,28,laterite,low,38.0,29.9,7.2,33.3,kharif,low,7.6,Marathwada,bajra
142,80,157,red,medium,18.3,56.4,5.5,57.5,rabi,medium,7.1,Western Maharashtra,potato
85,55,119,red,high,32.8,71.6,6.2,71.2,zaid,medium,7.6,Western Maharashtra,watermelon
130,57,90,red,low,20.1,74.0,7.3,117.6,rabi,medium,7.4,Khandesh,onion
81,37,57,red,low,32.6,47.8,6.3,46.3,rabi,low,7.2,Western Maharashtra,jowar
70,89,223,black,medium,24.3,34.6,7.7,94.9,rabi,medium,7.3,Western Maharashtra,grapes
23,71,39,alluvial,medium,20.9,66.5,5.8,70.6,kharif,medium,6.3,Vidarbha,soybean
36,64,29,black,medium,26.8,63.5,6.6,45.5,kharif,medium,7.1,Marathwada,tur
131,90,179,laterite,medium,27.0,48.6,7.4,92.9,rabi,medium,6.1,Marathwada,grapes
102,61,58,alluvial,medium,27.2,65.1,6.7,126.3,rabi,medium,7.1,Western Maharashtra,maize
134,52,90,red,high,31.4,61.1,6.1,39.8,zaid,medium,7.1,Western Maharashtra,watermelon
88,46,37,red,medium,24.3,91.6,4.9,232.5,zaid,medium,5.0,Konkan,cashew
133,52,32,black,medium,16.0,40.6,7.0,36.6,rabi,medium,7.1,Western Maharashtra,wheat
107,47,31,black,medium,12.0,34.6,7.2,12.6,rabi,medium,6.7,Vidarbha,wheat
32,91,48,alluvial,medium,27.8,62.3,7.3,81.2,kharif,medium,7.6,Khandesh,groundnut
115,39,35,red,low,25.6,59.9,6.1,40.2,kharif,low,6.9,Marathwada,cotton
75,41,34,red,medium,33.2,42.2,6.0,39.2,kharif,low,6.5,Western Maharashtra,jowar
88,58,98,laterite,low,28.6,68.7,6.4,181.2,zaid,low,6.7,Western Maharashtra,mango
106,53,85,black,medium,13.0,53.3,5.5,126.5,kharif,medium,7.7,Marathwada,maize
142,125,60,black,high,29.7,87.5,6.4,220.0,rabi,high,7.0,Western Maharashtra,sugarcane
104,52,33,black,low,29.3,63.4,7.2,93.4,kharif,medium,6.4,Vidarbha,cotton
142,57,124,alluvial,medium,26.7,85.7,7.3,240.1,kharif,medium,6.3,Marathwada,turmeric
42,79,59,red,medium,29.8,57.1,6.7,68.4,kharif,medium,6.5,Khandesh,groundnut
115,68,105,red,medium,18.4,63.0,5.8,64.9,rabi,medium,7.1,Khandesh,onion
88,52,59,laterite,medium,42.0,57.7,6.7,236.4,zaid,medium,6.0,Konkan,mango
60,65,41,black,medium,23.5,62.7,7.3,65.0,kharif,medium,6.3,Marathwada,soybean
160,105,146,black,medium,28.2,48.2,7.7,54.2,rabi,medium,7.0,Marathwada,grapes
102,63,105,red,low,28.3,62.1,6.8,204.0,zaid,medium,5.4,Konkan,mango
125,63,78,red,low,23.1,80.2,6.4,203.8,zaid,low,6.9,Konkan,mango
100,27,52,red,low,23.8,74.9,4.4,277.1,zaid,medium,6.2,Konkan,cashew
125,47,97,red,low,36.1,19.9,7.6,44.4,rabi,low,7.3,Marathwada,pomegranate
106,82,121,alluvial,low,34.1,40.9,8.0,51.7,rabi,low,7.8,Marathwada,pomegranate
73,52,31,red,medium,29.5,34.3,7.3,60.9,kharif,medium,6.9,Vidarbha,jowar
158,60,93,red,medium,34.7,65.0,7.9,38.8,rabi,low,8.2,Western Maharashtra,pomegranate
54,32,24,laterite,low,34.4,41.6,5.6,29.1,kharif,low,6.5,Western Maharashtra,bajra
136,76,118,black,medium,19.5,67.4,6.8,41.1,rabi,medium,6.8,Vidarbha,orange
142,68,124,black,medium,29.8,51.3,6.8,124.0,rabi,medium,7.3,Vidarbha,orange
68,24,9,red,low,31.9,42.3,8.0,48.3,kharif,low,7.2,Western Maharashtra,bajra
64,45,25,black,medium,25.1,47.5,6.2,63.9,kharif,medium,6.0,Western Maharashtra,jowar
104,77,140,red,medium,16.6,59.0,5.5,69.8,rabi,medium,6.3,Western Maharashtra,potato
60,23,37,black,low,32.9,45.3,7.1,54.5,kharif,medium,6.0,Marathwada,jowar
161,68,67,alluvial,medium,31.1,58.7,5.2,61.8,rabi,medium,6.9,Marathwada,maize
170,92,125,black,medium,35.7,84.5,7.8,246.2,kharif,high,7.5,Western Maharashtra,sugarcane
37,46,45,alluvial,medium,23.1,79.0,6.7,58.0,kharif,medium,6.4,Western Maharashtra,soybean
26,44,26,red,medium,28.4,44.1,5.2,47.2,kharif,medium,7.7,Vidarbha,tur
72,55,54,black,medium,16.1,37.7,6.6,49.1,rabi,medium,6.5,Western Maharashtra,wheat
28,58,33,red,low,28.8,37.1,6.0,69.9,kharif,medium,7.3,Marathwada,tur
119,48,79,red,medium,13.0,65.4,6.7,112.4,rabi,medium,6.0,Western Maharashtra,maize
114,78,80,red,low,26.3,71.8,6.3,161.1,zaid,medium,6.9,Western Maharashtra,mango
96,77,100,alluvial,medium,31.2,45.0,7.6,61.6,zaid,medium,7.2,Western Maharashtra,pomegranate
49,45,16,black,low,33.2,35.1,7.0,50.8,kharif,low,6.9,Marathwada,bajra
37,75,37,alluvial,medium,26.2,53.5,7.3,103.5,kharif,medium,7.2,Western Maharashtra,groundnut
113,74,133,black,medium,15.8,60.1,7.8,84.9,rabi,medium,6.7,Vidarbha,orange
73,30,24,black,low,34.7,47.1,6.0,51.9,kharif,low,7.2,Marathwada,bajra
85,65,90,black,medium,21.6,66.8,7.1,92.1,kharif,medium,7.2,Khandesh,onion
147,49,108,black,medium,26.6,79.1,6.0,77.7,kharif,medium,7.0,Western Maharashtra,tomato
24,68,23,red,low,30.9,58.2,5.2,77.0,kharif,medium,8.0,Vidarbha,tur
92,25,31,red,medium,26.5,60.0,6.9,71.9,kharif,low,7.0,Vidarbha,jowar
189,88,103,black,medium,21.1,85.8,7.8,200.3,rabi,high,6.7,Western Maharashtra,sugarcane
129,66,143,black,medium,32.3,50.0,6.6,129.6,rabi,medium,7.2,Vidarbha,orange
78,44,76,red,medium,23.1,73.5,5.1,212.9,zaid,medium,6.6,Konkan,cashew
65,59,61,laterite,medium,30.5,80.0,6.3,241.6,zaid,medium,6.3,Konkan,cashew
80,31,43,laterite,medium,29.6,77.9,5.2,234.1,zaid,low,5.8,Konkan,cashew
94,39,120,alluvial,high,28.9,50.5,6.8,54.3,zaid,medium,7.1,Western Maharashtra,watermelon
96,57,54,alluvial,medium,21.1,56.7,5.8,100.2,kharif,medium,6.4,Vidarbha,maize
128,64,112,red,medium,24.3,59.9,6.1,67.6,zaid,medium,6.7,Western Maharashtra,tomato
97,70,111,alluvial,medium,27.4,47.7,6.2,81.3,rabi,medium,6.9,Khandesh,onion
127,71,101,laterite,low,27.5,78.8,4.9,263.6,zaid,low,6.1,Western Maharashtra,mango
96,74,71,red,medium,30.4,53.7,8.1,113.9,rabi,medium,6.9,Khandesh,onion
101,56,119,red,low,27.6,77.9,6.9,242.7,zaid,medium,6.7,Konkan,mango
123,56,35,black,high,20.7,88.2,7.3,211.5,kharif,high,6.6,Vidarbha,rice
122,94,224,red,medium,28.8,44.2,7.7,28.5,rabi,medium,7.0,Western Maharashtra,grapes
66,37,37,red,low,26.4,53.1,5.5,50.3,kharif,low,7.1,Marathwada,bajra
37,60,46,alluvial,medium,23.3,51.9,6.3,106.2,kharif,medium,7.1,Western Maharashtra,groundnut
144,91,230,black,medium,20.3,42.0,7.8,56.0,rabi,medium,6.8,Western Maharashtra,grapes
124,86,113,alluvial,medium,30.1,76.5,6.4,254.9,kharif,medium,6.5,Western Maharashtra,turmeric
77,54,63,alluvial,medium,18.5,73.4,6.2,111.5,rabi,medium,7.1,Western Maharashtra,maize
67,31,35,red,low,29.2,59.1,6.0,52.3,rabi,low,7.5,Western Maharashtra,jowar
48,77,49,black,medium,26.0,68.4,6.6,96.6,kharif,medium,6.2,Marathwada,soybean
45,47,54,alluvial,medium,32.3,64.7,7.9,71.4,kharif,medium,6.7,Marathwada,soybean
84,42,58,laterite,low,35.7,65.9,6.2,287.3,zaid,low,6.0,Konkan,cashew
